"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","responses","button_pressed","images","left_choice","right_choice"
"true","fullscreen","0","63507","0.0-0.0","","","","","","","",""
"","html-keyboard-response","1","65469","0.0-1.0","1960","Welcome to the experiment. Press any key to begin.","32","","","","",""
"","survey-html-form","2","76719","0.0-2.0","11249","","","{""p_id"":""7380"",""age"":""21"",""handedness"":""right"",""sex"":""female"",""other_sex"":""""}","","","",""
"","html-keyboard-response","3","87188","0.0-3.0","10468","<p>Please fixate at the center '+' sign which will appear once you press any key. Then, <strong> an image </strong> will be shown in the center of the screen.</p><p>The image will contain an object.This will be followed by a <strong> Choice Screen </strong> containing two objects. Please choose the option <strong>[Click on the object]</strong> that you think was present in the image<p>Press any key to begin.</p>","32","","","","",""
"","html-keyboard-response","4","90190","0.0-4.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","5","90692","0.0-5.0","null","stimuli/images_hvm10/im0.png","","","null","0","0","7"
"","html-button-response","6","91753","0.0-6.0","1059","","","","0","","",""
"","html-keyboard-response","7","92755","0.0-7.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","8","93258","0.0-8.0","null","stimuli/images_hvm10/im33.png","","","null","33","1","6"
"","html-button-response","9","96529","0.0-9.0","3270","","","","1","","",""
"","html-keyboard-response","10","97531","0.0-10.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","11","98038","0.0-11.0","null","stimuli/images_hvm10/im136.png","","","null","136","3","6"
"","html-button-response","12","100793","0.0-12.0","2755","","","","1","","",""
"","html-keyboard-response","13","101794","0.0-13.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","14","102299","0.0-14.0","null","stimuli/images_hvm10/im128.png","","","null","128","6","1"
"","html-button-response","15","103193","0.0-15.0","893","","","","1","","",""
"","html-keyboard-response","16","104197","0.0-16.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","17","104698","0.0-17.0","null","stimuli/images_hvm10/im168.png","","","null","168","2","8"
"","html-button-response","18","105432","0.0-18.0","733","","","","1","","",""
