"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","responses","button_pressed","images","left_choice","right_choice"
"true","fullscreen","0","38027","0.0-0.0","","","","","","","",""
"","html-keyboard-response","1","40428","0.0-1.0","2396.10000000149","Welcome to the experiment. Press any key to begin.","39","","","","",""
"","survey-html-form","2","157823","0.0-2.0","117389.59999999404","","","{""p_id"":""6280"",""age"":""19"",""handedness"":""right"",""sex"":""male"",""other_sex"":""""}","","","",""
"","html-keyboard-response","3","182897","0.0-3.0","25071","<p>Please fixate at the center '+' sign which will appear once you press any key. Then, <strong> an image </strong> will be shown in the center of the screen.</p><p>The image will contain an object.This will be followed by a <strong> Choice Screen </strong> containing two objects. Please choose the option <strong>[Click on the object]</strong> that you think was present in the image<p>Press any key to begin.</p>","39","","","","",""
"","html-keyboard-response","4","185901","0.0-4.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","5","186412","0.0-5.0","null","stimuli/images_hvm10/im24.png","","","null","24","1","4"
"","html-button-response","6","189357","0.0-6.0","2940.7999999970198","","","","1","","",""
"","html-keyboard-response","7","190363","0.0-7.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","8","190871","0.0-8.0","null","stimuli/images_hvm10/im72.png","","","null","72","3","5"
"","html-button-response","9","192382","0.0-9.0","1508.6000000014901","","","","0","","",""
"","html-keyboard-response","10","193389","0.0-10.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","11","193895","0.0-11.0","null","stimuli/images_hvm10/im55.png","","","null","55","2","6"
"","html-button-response","12","196475","0.0-12.0","2577.7999999970198","","","","1","","",""
"","html-keyboard-response","13","197480","0.0-13.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","14","197985","0.0-14.0","null","stimuli/images_hvm10/im37.png","","","null","37","1","6"
"","html-button-response","15","200345","0.0-15.0","2357.6999999955297","","","","1","","",""
"","html-keyboard-response","16","201352","0.0-16.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","17","201859","0.0-17.0","null","stimuli/images_hvm10/im6.png","","","null","6","7","0"
"","html-button-response","18","203125","0.0-18.0","1263.3999999985099","","","","1","","",""
"","html-keyboard-response","19","204132","0.0-19.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","20","204634","0.0-20.0","null","stimuli/images_hvm10/im21.png","","","null","21","7","1"
"","html-button-response","21","206003","0.0-21.0","1366.2999999970198","","","","0","","",""
"","html-keyboard-response","22","207007","0.0-22.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","23","207511","0.0-23.0","null","stimuli/images_hvm10/im85.png","","","null","85","4","7"
"","html-button-response","24","210203","0.0-24.0","2690","","","","0","","",""
"","html-keyboard-response","25","211209","0.0-25.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","26","211713","0.0-26.0","null","stimuli/images_hvm10/im70.png","","","null","70","2","3"
"","html-button-response","27","212733","0.0-27.0","1017.8999999985099","","","","1","","",""
"","html-keyboard-response","28","213749","0.0-28.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","29","214252","0.0-29.0","null","stimuli/images_hvm10/im4.png","","","null","4","0","8"
"","html-button-response","30","215024","0.0-30.0","769.0999999940395","","","","0","","",""
"","html-keyboard-response","31","216025","0.0-31.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","32","216527","0.0-32.0","null","stimuli/images_hvm10/im71.png","","","null","71","3","0"
"","html-button-response","33","217213","0.0-33.0","684.5","","","","0","","",""
"","html-keyboard-response","34","218220","0.0-34.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","35","218723","0.0-35.0","null","stimuli/images_hvm10/im94.png","","","null","94","4","7"
"","html-button-response","36","219567","0.0-36.0","841.6000000014901","","","","0","","",""
"","html-keyboard-response","37","220575","0.0-37.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","38","221082","0.0-38.0","null","stimuli/images_hvm10/im56.png","","","null","56","2","0"
"","html-button-response","39","221756","0.0-39.0","671","","","","0","","",""
"","html-keyboard-response","40","222760","0.0-40.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","41","223262","0.0-41.0","null","stimuli/images_hvm10/im79.png","","","null","79","7","3"
"","html-button-response","42","224668","0.0-42.0","1402.7999999970198","","","","1","","",""
"","html-keyboard-response","43","225670","0.0-43.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","44","226173","0.0-44.0","null","stimuli/images_hvm10/im30.png","","","null","30","8","1"
"","html-button-response","45","227284","0.0-45.0","1108.1999999955297","","","","1","","",""
"","html-keyboard-response","46","228289","0.0-46.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","47","228793","0.0-47.0","null","stimuli/images_hvm10/im8.png","","","null","8","0","3"
"","html-button-response","48","229704","0.0-48.0","907.5","","","","0","","",""
"","html-keyboard-response","49","230710","0.0-49.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
