"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","responses","button_pressed","images","left_choice","right_choice"
"true","fullscreen","0","5033","0.0-0.0","","","","","","","",""
"","html-keyboard-response","1","7239","0.0-1.0","2203.9000000059605","Welcome to the experiment. Press any key to begin.","32","","","","",""
"","survey-html-form","2","20461","0.0-2.0","13219.09999999404","","","{""p_id"":""5452"",""age"":""19"",""handedness"":""left"",""sex"":""female"",""other_sex"":""""}","","","",""
"","html-keyboard-response","3","45907","0.0-3.0","25444","<p>Please fixate at the center '+' sign which will appear once you press any key. Then, <strong> an image </strong> will be shown in the center of the screen.</p><p>The image will contain an object.This will be followed by a <strong> Choice Screen </strong> containing two objects. Please choose the option <strong>[Click on the object]</strong> that you think was present in the image<p>Press any key to begin.</p>","39","","","","",""
"","html-keyboard-response","4","48912","0.0-4.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","5","49417","0.0-5.0","null","stimuli/images_hvm10/im136.png","","","null","136","3","6"
"","html-button-response","6","52819","0.0-6.0","3400.5999999940395","","","","0","","",""
"","html-keyboard-response","7","53824","0.0-7.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","8","54329","0.0-8.0","null","stimuli/images_hvm10/im11.png","","","null","11","5","0"
"","html-button-response","9","55756","0.0-9.0","1425","","","","1","","",""
"","html-keyboard-response","10","56759","0.0-10.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","11","57264","0.0-11.0","null","stimuli/images_hvm10/im50.png","","","null","50","6","2"
"","html-button-response","12","59754","0.0-12.0","2487.800000011921","","","","1","","",""
"","html-keyboard-response","13","60759","0.0-13.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","14","61266","0.0-14.0","null","stimuli/images_hvm10/im64.png","","","null","64","2","3"
"","html-button-response","15","63004","0.0-15.0","1735.5999999940395","","","","1","","",""
"","html-keyboard-response","16","64006","0.0-16.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","17","64507","0.0-17.0","null","stimuli/images_hvm10/im85.png","","","null","85","4","6"
"","html-button-response","18","65741","0.0-18.0","1232.2999999821186","","","","1","","",""
"","html-keyboard-response","19","66746","0.0-19.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","20","67250","0.0-20.0","null","stimuli/images_hvm10/im51.png","","","null","51","2","0"
"","html-button-response","21","68044","0.0-21.0","791.5999999940395","","","","0","","",""
"","html-keyboard-response","22","69048","0.0-22.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","23","69554","0.0-23.0","null","stimuli/images_hvm10/im15.png","","","null","15","0","6"
"","html-button-response","24","70383","0.0-24.0","827","","","","0","","",""
"","html-keyboard-response","25","71387","0.0-25.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","26","71892","0.0-26.0","null","stimuli/images_hvm10/im86.png","","","null","86","8","4"
"","html-button-response","27","73324","0.0-27.0","1429.699999988079","","","","0","","",""
"","html-keyboard-response","28","74330","0.0-28.0","null","<div style=""font-size:60px;"">+</div>","null","","","","",""
"","image-button-response","29","74837","0.0-29.0","null","stimuli/images_hvm10/im42.png","","","null","42","2","0"
"","html-button-response","30","76321","0.0-30.0","1482.5","","","","1","","",""
